action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,3188992,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(C(=O)c2ccc(Cl)cc2)c(Cl)c1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '12.15', 'le': '0.25', 'lle': '1.56', 'sei': '5.28'}",CHEMBL1088300,,CHEMBL1088300,5.94,0,http://www.openphacts.org/units/Nanomolar,892818,=,1,1,=,,IC50,nM,,1140.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,1.14
,,3188993,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1cccc(C(=O)c2ccc(Cl)cc2)c1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '12.45', 'le': '0.25', 'lle': '1.94', 'sei': '5.03'}",CHEMBL1088301,,CHEMBL1088301,5.67,0,http://www.openphacts.org/units/Nanomolar,892819,=,1,1,=,,IC50,nM,,2160.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,2.16
,,3188994,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2cccc(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '12.80', 'le': '0.26', 'lle': '1.30', 'sei': '5.72'}",CHEMBL1088302,,CHEMBL1088302,5.46,0,http://www.openphacts.org/units/Nanomolar,892820,=,1,1,=,,IC50,nM,,3440.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,3.44
,,3188995,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)cc1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '13.90', 'le': '0.27', 'lle': '1.83', 'sei': '5.92'}",CHEMBL1087143,,CHEMBL1087143,5.65,0,http://www.openphacts.org/units/Nanomolar,892903,=,1,1,=,,IC50,nM,,2240.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,2.24
,Not Determined,3188996,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)cc1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,,CHEMBL1087266,,CHEMBL1087266,,0,,892904,,1,0,,,IC50,,,,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,,,,
,,3188997,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2ccccc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '13.18', 'le': '0.25', 'lle': '1.66', 'sei': '5.42'}",CHEMBL1076742,,CHEMBL1076742,5.17,0,http://www.openphacts.org/units/Nanomolar,892905,=,1,1,=,,IC50,nM,,6730.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,6.73
,,3188998,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '13.82', 'le': '0.29', 'lle': '1.56', 'sei': '6.68'}",CHEMBL1087267,,CHEMBL1087267,6.38,0,http://www.openphacts.org/units/Nanomolar,892906,=,1,1,=,,IC50,nM,,420.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.42
,,3188999,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2cccc(Cl)c2Cl)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,,CHEMBL1086757,,CHEMBL1086757,,0,http://www.openphacts.org/units/Nanomolar,892977,<,1,1,<,,IC50,nM,,920.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.92
,,3189000,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2ccc(Cl)cc2Cl)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,,CHEMBL1086883,,CHEMBL1086883,,0,http://www.openphacts.org/units/Nanomolar,892978,<,1,1,<,,IC50,nM,,760.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.76
,,3189001,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)cc1C,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,,CHEMBL1086884,,CHEMBL1086884,,0,http://www.openphacts.org/units/Nanomolar,892979,<,1,1,<,,IC50,nM,,750.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.75
,,3189002,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)c1C,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '12.32', 'le': '0.24', 'lle': '1.05', 'sei': '5.43'}",CHEMBL1076751,,CHEMBL1076751,5.18,0,http://www.openphacts.org/units/Nanomolar,892980,=,1,1,=,,IC50,nM,,6590.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,6.59
,Not Determined,3189003,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)cc1OC,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,,CHEMBL1082014,,CHEMBL1082014,,0,,891743,,1,0,,,IC50,,,,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,,,,
,,3189004,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)nc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '13.33', 'le': '0.28', 'lle': '1.95', 'sei': '5.68'}",CHEMBL1082015,,CHEMBL1082015,6.16,0,http://www.openphacts.org/units/Nanomolar,891744,=,1,1,=,,IC50,nM,,690.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.69
,Not Determined,3189005,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2ccc(Cl)nc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,,CHEMBL1082180,,CHEMBL1082180,,0,,891745,,1,0,,,IC50,,,,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,,,,
,Not Determined,3189006,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cn1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,,CHEMBL1080509,,CHEMBL1080509,,0,,891746,,1,0,,,IC50,,,,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,,,,
,Not Determined,3189007,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2ccc(Cl)cc2Cl)cn1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,,CHEMBL1080851,,CHEMBL1080851,,0,,891819,,1,0,,,IC50,,,,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,,,,
,,3189008,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c(c1)C(O)=C(C(=O)Nc1ccc(-c3ccc(Cl)c(Cl)c3)cc1)NS2(=O)=O,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '11.99', 'le': '0.25', 'lle': '1.06', 'sei': '5.62'}",CHEMBL1080852,,CHEMBL1080852,5.89,0,http://www.openphacts.org/units/Nanomolar,891820,=,1,1,=,,IC50,nM,,1290.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,1.29
,,3189009,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2cc(O)ccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '12.23', 'le': '0.26', 'lle': '1.32', 'sei': '5.05'}",CHEMBL1080853,,CHEMBL1080853,5.84,0,http://www.openphacts.org/units/Nanomolar,891821,=,1,1,=,,IC50,nM,,1450.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,1.45
,Not Determined,3189010,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c(c1)S(=O)(=O)NC(C(=O)Nc1ccc(-c3ccc(Cl)c(Cl)c3)cc1)=C2O,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,,CHEMBL1081034,,CHEMBL1081034,,0,,891822,,1,0,,,IC50,,,,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,,,,
,Not Determined,3189011,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccc(O)cc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,,CHEMBL1082145,,CHEMBL1082145,,0,,891894,,1,0,,,IC50,,,,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,,,,
,,3189012,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1C(C(=O)Nc2ccc(-c3ccc(Cl)c(Cl)c3)cc2)=C(O)c2ccccc2S1(=O)=O,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '11.97', 'le': '0.25', 'lle': '0.53', 'sei': '6.56'}",CHEMBL1082146,,CHEMBL1082146,5.69,0,http://www.openphacts.org/units/Nanomolar,891895,=,1,1,=,,IC50,nM,,2040.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,2.04
,,3189013,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1NS(=O)(=O)c2ccccc2C1O,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '13.32', 'le': '0.28', 'lle': '2.18', 'sei': '6.46'}",CHEMBL1080552,,CHEMBL1080552,6.17,0,http://www.openphacts.org/units/Nanomolar,891896,=,1,1,=,,IC50,nM,,670.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.67
,,3189014,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CNS(=O)(=O)c1ccccc1C(=O)O)Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '9.23', 'le': '0.19', 'lle': '0.14', 'sei': '3.93'}",CHEMBL1080553,,CHEMBL1080553,4.42,0,http://www.openphacts.org/units/Nanomolar,891897,=,1,1,=,,IC50,nM,,37600.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,37.6
,Not Determined,3189015,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CNS(=O)(=O)c1ccccc1CO)Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,,CHEMBL1076568,,CHEMBL1076568,,0,,891970,,1,0,,,IC50,,,,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,,,,
,,3189071,[],CHEMBL1100217,Inhibition of human mPGES1,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '12.28', 'le': '0.25', 'lle': '-2.21', 'sei': '13.72'}",CHEMBL29097,,CHEMBL29097,5.80,0,http://www.openphacts.org/units/Nanomolar,892595,=,1,1,=,,IC50,nM,,1600.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,1.6
,,3189073,[],CHEMBL1100215,Inhibition of human mPGES1 assessed as PGE2 level after 41 sec by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(-c3ccc(-c4ccccc4)c(F)c3)cc12,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '13.70', 'le': '0.26', 'lle': '-1.57', 'sei': '17.07'}",CHEMBL182032,,CHEMBL182032,7.21,0,http://www.openphacts.org/units/Nanomolar,892596,=,1,1,=,,IC50,nM,,62.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.062
,,3189074,[],CHEMBL1100215,Inhibition of human mPGES1 assessed as PGE2 level after 41 sec by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Oc1ccc(-n2c(C(=O)O)cc3cc(-c4ccc(C(C)(C)C)cc4)ccc32)cc1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '16.86', 'le': '0.31', 'lle': '0.13', 'sei': '14.01'}",CHEMBL1076694,,CHEMBL1076694,7.21,0,http://www.openphacts.org/units/Nanomolar,892597,=,1,1,=,,IC50,nM,,62.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.062
,,3189075,[],CHEMBL1100215,Inhibition of human mPGES1 assessed as PGE2 level after 41 sec by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '23.76', 'le': '0.44', 'lle': '3.07', 'sei': '11.80'}",CHEMBL412099,,CHEMBL412099,9.00,1,http://www.openphacts.org/units/Nanomolar,892670,=,1,1,=,,IC50,nM,,1.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.001
,,3189076,[],CHEMBL1100219,Inhibition of mPGES1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1c(-c2ccc(OC(F)(F)F)cc2)c2sc(-c3ccc(OC(F)(F)F)cc3)cc2n1Cc1cccc(Cl)c1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '10.47', 'le': '0.21', 'lle': '-2.82', 'sei': '10.56'}",CHEMBL507979,,CHEMBL507979,6.41,0,http://www.openphacts.org/units/Nanomolar,892671,=,1,1,=,,IC50,nM,,390.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.39
,,3189077,[],CHEMBL1100219,Inhibition of mPGES1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2oc(-c3cc(NC(=O)c4ccccc4C(F)(F)F)ccc3Cl)nc2c1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '13.66', 'le': '0.27', 'lle': '-0.84', 'sei': '10.68'}",CHEMBL521286,,CHEMBL521286,5.89,0,http://www.openphacts.org/units/Nanomolar,892672,=,1,1,=,,IC50,nM,,1300.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,1.3
,,3189078,[],CHEMBL1100219,Inhibition of mPGES1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)c(NS(=O)(=O)c2cc(S(=O)(=O)Nc3c(C)cc(C)cc3C)c3cc(O)ccc3c2)c(C)c1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '11.06', 'le': '0.22', 'lle': '-0.04', 'sei': '5.29'}",CHEMBL486903,,CHEMBL486903,5.96,0,http://www.openphacts.org/units/Nanomolar,892673,=,1,1,=,,IC50,nM,,1100.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,1.1
,,3189079,[],CHEMBL1100219,Inhibition of mPGES1,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1cccc(Cl)c1-c1nc(-c2ccc(C#Cc3ccc(C(F)(F)F)cc3)nc2)c(Br)[nH]1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '17.47', 'le': '0.39', 'lle': '1.99', 'sei': '21.88'}",CHEMBL483894,,CHEMBL483894,9.10,0,http://www.openphacts.org/units/Nanomolar,892674,=,1,1,=,,IC50,nM,,0.8,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.0008
,,3189080,[],CHEMBL1100215,Inhibition of human mPGES1 assessed as PGE2 level after 41 sec by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1CCc1ccc(Cl)c(Cl)c1)C1=C(O)c2ccccc2S(=O)(=O)C1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '11.82', 'le': '0.25', 'lle': '0.30', 'sei': '6.92'}",CHEMBL1087254,,CHEMBL1087254,5.78,0,http://www.openphacts.org/units/Nanomolar,892743,=,1,1,=,,IC50,nM,,1680.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,1.68
,,3189081,[],CHEMBL1100220,Inhibition of human mPGES1 in IL1-beta treated human FF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1CCc1ccc(Cl)c(Cl)c1)C1=C(O)c2ccccc2S(=O)(=O)C1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '11.20', 'le': '0.23', 'lle': '0.00', 'sei': '6.55'}",CHEMBL1087254,,CHEMBL1087254,5.47,0,http://www.openphacts.org/units/Nanomolar,892743,=,1,1,=,,IC50,nM,,3400.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,3.4
,,3189092,[],CHEMBL1100228,Inhibition of human mPGES1 in IL-1-beta-stimulated human RASF cells assessed as blockade of PGH2 to PGE2 conversion after 50 mins by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '13.66', 'le': '0.29', 'lle': '1.48', 'sei': '6.60'}",CHEMBL1087267,,CHEMBL1087267,6.30,0,http://www.openphacts.org/units/Nanomolar,892906,=,1,1,=,,IC50,nM,,500.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.5
,,3189096,[],CHEMBL1100232,Inhibition of human mPGES1 in LPS-stimulated human whole blood assessed as PGE2 level after 24 hrs by ELISA,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,CHEMBL1154975,Bioorg Med Chem Lett,2010,"{'bei': '11.49', 'le': '0.24', 'lle': '0.48', 'sei': '5.55'}",CHEMBL1087267,,CHEMBL1087267,5.30,0,http://www.openphacts.org/units/Nanomolar,892906,=,1,1,=,,IC50,nM,,5000.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,5.0
,,5237403,[],CHEMBL1686709,Inhibition of mPGES-1 expressed in LPS-stimulated human A549 cells mitochondrial fraction assessed as conversion of PGH2 to PGE2,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(Nc2cc(Cl)nc(SC(C(=O)O)c3cccc4ccccc34)n2)c1C,,,CHEMBL1681685,Bioorg Med Chem Lett,2011,"{'bei': '11.76', 'le': '0.23', 'lle': '-1.27', 'sei': '7.05'}",CHEMBL455936,,CHEMBL455936,5.29,1,http://www.openphacts.org/units/Nanomolar,1335112,=,1,1,=,,IC50,nM,,5100.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,5.1
,,5237404,[],CHEMBL1686709,Inhibition of mPGES-1 expressed in LPS-stimulated human A549 cells mitochondrial fraction assessed as conversion of PGH2 to PGE2,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)C(Sc1nc(Cl)cc(Nc2ccc(Cl)cc2)n1)c1cccc2ccccc12,,,CHEMBL1681685,Bioorg Med Chem Lett,2011,"{'bei': '11.60', 'le': '0.24', 'lle': '-1.31', 'sei': '7.05'}",CHEMBL1090493,,CHEMBL1090493,5.29,0,http://www.openphacts.org/units/Nanomolar,1335116,=,1,1,=,,IC50,nM,,5100.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,5.1
,,5237405,[],CHEMBL1686709,Inhibition of mPGES-1 expressed in LPS-stimulated human A549 cells mitochondrial fraction assessed as conversion of PGH2 to PGE2,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(Nc2cc(Cl)nc(SC(C(=O)O)c3cccc4ccccc34)n2)cc1C,,,CHEMBL1681685,Bioorg Med Chem Lett,2011,"{'bei': '11.65', 'le': '0.23', 'lle': '-1.32', 'sei': '6.98'}",CHEMBL1091866,,CHEMBL1091866,5.24,0,http://www.openphacts.org/units/Nanomolar,1335118,=,1,1,=,,IC50,nM,,5700.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,5.7
,,5237406,[],CHEMBL1686709,Inhibition of mPGES-1 expressed in LPS-stimulated human A549 cells mitochondrial fraction assessed as conversion of PGH2 to PGE2,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)c1cc(Nc2cc(Cl)nc(SC(C(=O)O)c3cccc4ccccc34)n2)cc(C(C)(C)C)c1,,,CHEMBL1681685,Bioorg Med Chem Lett,2011,"{'bei': '11.32', 'le': '0.22', 'lle': '-2.49', 'sei': '8.05'}",CHEMBL1683859,,CHEMBL1683859,6.05,0,http://www.openphacts.org/units/Nanomolar,1335120,=,1,1,=,,IC50,nM,,900.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,0.9
,,5237407,[],CHEMBL1686709,Inhibition of mPGES-1 expressed in LPS-stimulated human A549 cells mitochondrial fraction assessed as conversion of PGH2 to PGE2,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)C(Sc1nc(Cl)cc(NCCCc2ccccc2)n1)c1cccc2ccccc12,,,CHEMBL1681685,Bioorg Med Chem Lett,2011,"{'bei': '11.24', 'le': '0.22', 'lle': '-1.04', 'sei': '6.94'}",CHEMBL1089826,,CHEMBL1089826,5.21,0,http://www.openphacts.org/units/Nanomolar,1335122,=,1,1,=,,IC50,nM,,6100.0,CHEMBL5658,Homo sapiens,Prostaglandin E synthase,9606,,,IC50,uM,UO_0000065,,6.1
